smiles,LogS(mol/L),Normalized SMILES,index
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3],-2.035146318,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3],134
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-4.337060966,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,135
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,-3.494236481,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,136
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-2.209046958,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,137
CCCc1cc(=O)[nH]c(=S)[nH]1,-2.151859956,CCCc1cc(=O)[nH]c(=S)[nH]1,138
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-3.312909623,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,139
CC(C)c1cccc(C(C)C)c1O,-3.157658285,CC(C)c1cccc(C(C)C)c1O,140
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-3.688788104,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,141
COC(=O)C(c1ccccc1)C1CCCCN1,-2.269282554,COC(=O)C(c1ccccc1)C1CCCCN1,142
CC1OC(C)OC(C)O1,-0.024182459,CC1OC(C)OC(C)O1,143
CCC1(c2ccccc2)NC(=O)N(C)C1=O,-2.235154113,CCC1(c2ccccc2)NC(=O)N(C)C1=O,144
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,-3.419510441,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,145
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,-3.37464583,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,146
O=C(OCCO)c1ccccc1O,-1.143217483,O=C(OCCO)c1ccccc1O,147
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,-1.331098236,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,148
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-4.460601516,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,149
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.428902696,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,150
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,-4.378887348,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,151
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.301670261,CN(C)CCCN1c2ccccc2Sc2ccccc21,152
CCCCOC(=O)c1ccc(N)cc1,-3.139982478,CCCCOC(=O)c1ccc(N)cc1,153
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-3.3649753,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,154
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,-2.769240242,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,155
CNNCc1ccc(C(=O)NC(C)C)cc1,-2.192690715,CNNCc1ccc(C(=O)NC(C)C)cc1,156
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,-3.408404666,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,157
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.396714149,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,158
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,-1.235591319,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,159
O=C(OCc1ccccc1)c1ccccc1,-4.139314496,O=C(OCc1ccccc1)c1ccccc1,160
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.260834007,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,161
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,-1.174672999,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,162
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,-4.160819867,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,163
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.285915698,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,164
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,-2.321338784,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,165
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,-3.420389805,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,166
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,-3.211248933,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,167
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,-3.39951819,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,168
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,-4.254296509,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,169
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],-2.35500229,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],170
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,-1.978389964,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,171
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,-3.263347347,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,172
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,-3.522357948,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,173
Nc1ccc(C(=O)O)c(O)c1,-1.957188893,Nc1ccc(C(=O)O)c(O)c1,174
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,-2.120295731,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,175
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.187717928,CN(C)CCCN1c2ccccc2CCc2ccccc21,176
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.093066078,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,177
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,-2.145741112,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,178
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,-3.204033346,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,179
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-4.171831109,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,180
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,-4.290152171,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,181
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,-1.349113351,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,182
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,-1.56561999,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,183
OCC(O)COc1ccc(Cl)cc1,-1.306714461,OCC(O)COc1ccc(Cl)cc1,184
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-1.324723729,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,185
OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,-0.401791058,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,186
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.294837024,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,187
CN1CCC[C@H]1c1cccnc1,0.789864549,CN1CCC[C@H]1c1cccnc1,188
O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.584799876,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,189
O=C(O)[C@@H](O)[C@H](O)C(=O)O,0.823657502,O=C(O)[C@@H](O)[C@H](O)C(=O)O,190
C[C@H](O)CCO,1.045173998,C[C@H](O)CCO,191
CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],-2.931468041,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)[O-])c4)cc3C)cc2)cc1.[Na+],192
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,-5.288505831,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,193
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,-5.18302083,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,194
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,-1.214949512,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,195
CC(C)C[C@H](N)C(=O)O,-0.78540566,CC(C)C[C@H](N)C(=O)O,196
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.073972602,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,197
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.95176847,Cn1c(=O)c2c(ncn2C)n(C)c1=O,198
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0.787816836,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,199
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,-5.338388573,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,200
OCCc1ccccc1,-0.740591692,OCCc1ccccc1,201
Cc1ncc(CO)c(CO)c1O,0.114079308,Cc1ncc(CO)c(CO)c1O,202
O=C(O)C(=O)O,0.388011794,O=C(O)C(=O)O,203
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,-2.245940842,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,204
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-5.096761924,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,205
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,-1.098841363,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,206
CCCCC(=O)O,-0.628949319,CCCCC(=O)O,207
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.097065309,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,208
COc1ccccc1OCC(O)COC(N)=O,-0.984510211,COc1ccccc1OCC(O)COC(N)=O,209
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-2.084289161,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,210
N[C@@H](Cc1ccccc1)C(=O)O,-0.788229107,N[C@@H](Cc1ccccc1)C(=O)O,211
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,-5.235365365,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,212
N[C@@H](CS)C(=O)O,0.359127673,N[C@@H](CS)C(=O)O,213
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,-5.050409727,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,214
NC(=O)C[C@H](N)C(=O)O,-0.652614332,NC(=O)C[C@H](N)C(=O)O,215
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,-4.303715064,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,216
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,-4.215468359,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,217
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,-2.17573644,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,218
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-2.248094091,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,219
NC(=O)c1ccccc1O,-1.823284257,NC(=O)c1ccccc1O,220
CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.992239512,CC(C)Cc1ccc(C(C)C(=O)O)cc1,221
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,-4.109477783,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,222
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,-3.34836653,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,223
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-2.974744535,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,224
Nc1c2c(nc3ccccc13)CCCC2,-2.960783473,Nc1c2c(nc3ccccc13)CCCC2,225
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,-4.466621747,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,226
Cc1ccnc2c1ccc1c(C)ccnc12,-3.968354718,Cc1ccnc2c1ccc1c(C)ccnc12,227
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,-3.045520341,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,228
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-1.978239258,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],229
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,-2.119029923,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,230
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-3.064060649,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,231
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-3.208532938,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,232
O=C(O)c1ccccc1O,-1.790010752,O=C(O)c1ccccc1O,233
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,-4.09081614,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,234
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,-3.004355186,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,235
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-3.219987195,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,236
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,-2.155316522,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,237
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,-4.093730092,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,238
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,-3.000509736,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,239
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111435928,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,240
C#CC1(OC(N)=O)CCCCC1,-1.825309252,C#CC1(OC(N)=O)CCCCC1,241
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,-2.039391908,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,242
Oc1ccc(OCc2ccccc2)cc1,-2.901862367,Oc1ccc(OCc2ccccc2)cc1,243
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-3.113589659,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,244
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,-3.479373735,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,245
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,-4.123089052,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,246
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.968568321,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,247
c1cnc2c(c1)ccc1cccnc12,-1.82601528,c1cnc2c(c1)ccc1cccnc12,248
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-4.022422284,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,249
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-3.044245042,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,250
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.154561604,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,251
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.106162656,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,252
C[C@@H](Cl)CCl,-1.605866602,C[C@@H](Cl)CCl,253
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,-1.908148138,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,254
NNCCc1ccccc1,-0.670265943,NNCCc1ccccc1,255
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],-0.943386826,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],256
C[C@H](N)[C@@H](O)c1ccccc1,-0.87853788,C[C@H](N)[C@@H](O)c1ccccc1,257
Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,-0.322659983,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,258
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,-2.050954439,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,259
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,-5.009664852,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,260
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.117195912,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,261
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-1.970288444,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,262
CC[C@H](C)[C@H](N)C(=O)O,-0.581285678,CC[C@H](C)[C@H](N)C(=O)O,263
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,-2.132237727,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,264
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-1.90742811,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,265
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,-5.075558014,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,266
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-4.878875904,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,267
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-5.112492363,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,268
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-4.774765063,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,269
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-5.292562254,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,270
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.098599544,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,271
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,-0.951449398,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,272
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,-3.043089694,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,273
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,-2.194948881,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,274
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.948173744,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,275
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,-4.070587934,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,276
